
   INFO  Server running on [http://127.0.0.1:8000].  

  Press Ctrl+C to stop the server
  2024-10-26 14:01:04 /assets/vendor/php-email-form/validate.js ............................................ ~ 4.23ms
  2024-10-26 14:01:04 /assets/js/main.js ................................................................... ~ 1.05ms
  2024-10-26 14:01:04 /assets/vendor/bootstrap-icons/fonts/bootstrap-icons.woff2?dd67030699838ea613ee6dbda90effa6  ~ 0.68ms
  2024-10-26 14:01:11 /ask-for-information/3 ............................................................. ~ 515.37ms
  2024-10-26 14:01:11 ...................................................................................... ~ 1m 12s
  2024-10-26 14:02:28 /ask-for-information/3 ................................................................... ~ 1s
  2024-10-26 14:02:28 /ask-for-information/3 ................................................................... ~ 4s
  2024-10-26 14:02:30 /ask-for-information/3 ................................................................... ~ 7s
  2024-10-26 14:02:35 /assets/vendor/bootstrap/css/bootstrap.min.css ........................................... ~ 2s
  2024-10-26 14:02:38 /assets/vendor/bootstrap-icons/bootstrap-icons.css ................................... ~ 0.79ms
  2024-10-26 14:02:38 /assets/vendor/boxicons/css/boxicons.min.css ......................................... ~ 4.69ms
  2024-10-26 14:02:38 /assets/vendor/quill/quill.snow.css .................................................. ~ 9.92ms
  2024-10-26 14:02:38 /assets/vendor/quill/quill.bubble.css ................................................ ~ 1.25ms
  2024-10-26 14:02:38 /assets/vendor/remixicon/remixicon.css ............................................... ~ 5.81ms
  2024-10-26 14:02:38 /assets/vendor/simple-datatables/style.css ........................................... ~ 0.85ms
  2024-10-26 14:02:38 /assets/css/style.css ................................................................ ~ 0.53ms
  2024-10-26 14:02:38 /assets/img/au_logo.jpg .............................................................. ~ 0.63ms
  2024-10-26 14:02:38 /assets/img/profile-img.jpg .......................................................... ~ 3.20ms
  2024-10-26 14:02:38 /assets/vendor/bootstrap/js/bootstrap.bundle.min.js .................................. ~ 5.35ms
  2024-10-26 14:02:38 /assets/vendor/apexcharts/apexcharts.min.js .......................................... ~ 8.57ms
  2024-10-26 14:02:38 /assets/vendor/chart.js/chart.umd.js ................................................. ~ 7.89ms
  2024-10-26 14:02:38 /assets/vendor/echarts/echarts.min.js ................................................ ~ 0.43ms
  2024-10-26 14:02:38 /assets/vendor/quill/quill.js ........................................................ ~ 0.43ms
  2024-10-26 14:02:38 /assets/vendor/simple-datatables/simple-datatables.js ................................ ~ 3.05ms
  2024-10-26 14:02:38 /assets/vendor/tinymce/tinymce.min.js ................................................ ~ 0.39ms
  2024-10-26 14:02:38 /assets/vendor/php-email-form/validate.js ............................................ ~ 0.43ms
  2024-10-26 14:02:38 /assets/js/main.js ................................................................... ~ 0.38ms
  2024-10-26 14:02:38 /assets/vendor/bootstrap-icons/fonts/bootstrap-icons.woff2?dd67030699838ea613ee6dbda90effa6  ~ 0.50ms
  2024-10-26 14:02:38 /assets/img/logo.png ................................................................. ~ 0.60ms
  2024-10-26 14:02:39 /ask-for-information/3/edit ........................................................ ~ 512.70ms
  2024-10-26 14:02:39 /assets/vendor/bootstrap/css/bootstrap.min.css ..................................... ~ 515.76ms
  2024-10-26 14:02:40 /assets/vendor/bootstrap-icons/bootstrap-icons.css ................................... ~ 5.85ms
  2024-10-26 14:02:40 /assets/vendor/quill/quill.snow.css .................................................. ~ 8.96ms
  2024-10-26 14:02:40 /assets/vendor/boxicons/css/boxicons.min.css ........................................ ~ 14.02ms
  2024-10-26 14:02:40 /assets/vendor/quill/quill.bubble.css ............................................... ~ 17.14ms
  2024-10-26 14:02:40 /assets/vendor/remixicon/remixicon.css .............................................. ~ 20.16ms
  2024-10-26 14:02:40 /assets/vendor/simple-datatables/style.css ........................................... ~ 0.88ms
  2024-10-26 14:02:40 /assets/css/style.css ................................................................ ~ 3.83ms
  2024-10-26 14:02:40 /assets/img/au_logo.jpg .............................................................. ~ 0.51ms
  2024-10-26 14:02:40 /assets/img/profile-img.jpg .......................................................... ~ 0.55ms
  2024-10-26 14:02:40 /assets/vendor/apexcharts/apexcharts.min.js .......................................... ~ 3.50ms
  2024-10-26 14:02:40 /assets/vendor/bootstrap/js/bootstrap.bundle.min.js .................................. ~ 0.47ms
  2024-10-26 14:02:40 /assets/vendor/chart.js/chart.umd.js ................................................. ~ 2.41ms
  2024-10-26 14:02:40 /assets/vendor/simple-datatables/simple-datatables.js ................................ ~ 0.39ms
  2024-10-26 14:02:40 /assets/vendor/quill/quill.js ........................................................ ~ 3.85ms
  2024-10-26 14:02:40 /assets/vendor/echarts/echarts.min.js ................................................ ~ 5.76ms
  2024-10-26 14:02:40 /assets/vendor/tinymce/tinymce.min.js ................................................ ~ 6.51ms
  2024-10-26 14:02:40 /assets/vendor/php-email-form/validate.js ............................................ ~ 0.36ms
  2024-10-26 14:02:40 /assets/js/main.js ................................................................... ~ 0.32ms
  2024-10-26 14:02:40 /assets/vendor/bootstrap-icons/fonts/bootstrap-icons.woff2?dd67030699838ea613ee6dbda90effa6  ~ 0.38ms
  2024-10-26 14:02:44 /ask-for-information/3 ............................................................. ~ 514.19ms
  2024-10-26 14:02:44 /ask-for-information/3 .................................................................. ~ 45s
  2024-10-26 14:03:29 /ask-for-information/3 ............................................................. ~ 515.43ms
  2024-10-26 14:03:30 /assets/vendor/bootstrap/css/bootstrap.min.css ....................................... ~ 1.17ms
  2024-10-26 14:03:30 /assets/vendor/boxicons/css/boxicons.min.css ......................................... ~ 4.91ms
  2024-10-26 14:03:30 /assets/vendor/bootstrap-icons/bootstrap-icons.css ................................... ~ 7.33ms
  2024-10-26 14:03:30 /assets/vendor/quill/quill.snow.css .................................................. ~ 9.17ms
  2024-10-26 14:03:30 /assets/vendor/quill/quill.bubble.css ............................................... ~ 11.29ms
  2024-10-26 14:03:30 /assets/vendor/remixicon/remixicon.css .............................................. ~ 13.11ms
  2024-10-26 14:03:30 /assets/vendor/simple-datatables/style.css ........................................... ~ 0.48ms
  2024-10-26 14:03:30 /assets/css/style.css ................................................................ ~ 0.40ms
  2024-10-26 14:03:30 /assets/img/au_logo.jpg .............................................................. ~ 0.67ms
  2024-10-26 14:03:30 /assets/img/profile-img.jpg .......................................................... ~ 2.92ms
  2024-10-26 14:03:30 /assets/vendor/bootstrap/js/bootstrap.bundle.min.js .................................. ~ 6.18ms
  2024-10-26 14:03:30 /assets/vendor/apexcharts/apexcharts.min.js .......................................... ~ 8.34ms
  2024-10-26 14:03:30 /assets/vendor/chart.js/chart.umd.js ................................................ ~ 11.11ms
  2024-10-26 14:03:30 /assets/vendor/echarts/echarts.min.js ................................................ ~ 5.26ms
  2024-10-26 14:03:30 /assets/vendor/quill/quill.js ........................................................ ~ 0.93ms
  2024-10-26 14:03:30 /assets/vendor/simple-datatables/simple-datatables.js ................................ ~ 4.13ms
  2024-10-26 14:03:30 /assets/vendor/tinymce/tinymce.min.js ................................................ ~ 9.03ms
  2024-10-26 14:03:30 /assets/vendor/php-email-form/validate.js ............................................ ~ 1.06ms
  2024-10-26 14:03:30 /assets/js/main.js ................................................................... ~ 1.03ms
  2024-10-26 14:03:30 /assets/vendor/bootstrap-icons/fonts/bootstrap-icons.woff2?dd67030699838ea613ee6dbda90effa6  ~ 0.54ms
  2024-10-26 14:03:30 /assets/img/logo.png ................................................................. ~ 0.90ms
  2024-10-26 14:03:35 /ask-for-information/3/edit ........................................................ ~ 516.00ms
  2024-10-26 14:03:35 /assets/vendor/bootstrap/css/bootstrap.min.css ..................................... ~ 513.11ms
  2024-10-26 14:03:36 /assets/vendor/bootstrap-icons/bootstrap-icons.css ................................... ~ 0.84ms
  2024-10-26 14:03:36 /assets/vendor/boxicons/css/boxicons.min.css ......................................... ~ 0.73ms
  2024-10-26 14:03:36 /assets/vendor/quill/quill.snow.css .................................................. ~ 2.74ms
  2024-10-26 14:03:36 /assets/vendor/quill/quill.bubble.css ................................................ ~ 0.50ms
  2024-10-26 14:03:36 /assets/vendor/remixicon/remixicon.css ............................................... ~ 3.22ms
  2024-10-26 14:03:36 /assets/vendor/simple-datatables/style.css ........................................... ~ 5.12ms
  2024-10-26 14:03:36 /assets/css/style.css ................................................................ ~ 0.44ms
  2024-10-26 14:03:36 /assets/img/profile-img.jpg .......................................................... ~ 0.49ms
  2024-10-26 14:03:36 /assets/img/au_logo.jpg .............................................................. ~ 2.56ms
  2024-10-26 14:03:36 /assets/vendor/apexcharts/apexcharts.min.js .......................................... ~ 0.71ms
  2024-10-26 14:03:36 /assets/vendor/bootstrap/js/bootstrap.bundle.min.js .................................. ~ 2.68ms
  2024-10-26 14:03:36 /assets/vendor/chart.js/chart.umd.js ................................................. ~ 4.47ms
  2024-10-26 14:03:36 /assets/vendor/quill/quill.js ........................................................ ~ 4.22ms
  2024-10-26 14:03:36 /assets/vendor/simple-datatables/simple-datatables.js ................................ ~ 6.68ms
  2024-10-26 14:03:36 /assets/vendor/echarts/echarts.min.js ............................................... ~ 11.67ms
  2024-10-26 14:03:36 /assets/vendor/tinymce/tinymce.min.js ................................................ ~ 0.46ms
  2024-10-26 14:03:36 /assets/vendor/php-email-form/validate.js ............................................ ~ 0.38ms
  2024-10-26 14:03:36 /assets/js/main.js ................................................................... ~ 0.44ms
